,All_Type
PDE12-SLC25A38,0
CCDC85B-NAE1,0
CD93-MED19,0
TBCD-TWISTNB,0
GNAI3-ILF2,0
TOP1-LLGL1,1
POLR2K-SNIP1,0
FADS2-KRAS,0
KRAS-MCM2,1
FRMD8-GNS,0
CYP27B1-FLNA,1
KRAS-SREBF2,0
AUP1-GCNT2,0
TGFBR1-TP53,0
ATM-KDM6A,0
NR4A3-TPX2,1
COG3-GNL3L,0
EIF3D-PPWD1,0
TBL1XR1-TOMM22,0
BAX-BCL2,0
COBLL1-NRAS,1
NSMCE4A-ZNF830,0
KRAS-NOP10,0
DDX46-GTF2H4,0
GTF2H4-NOL9,0
CASP3-GORASP1,0
ATG4B-FGD4,0
HIVEP1-SYMPK,0
BLM-BOP1,0
BLM-PPA1,0
ACOT7-MCL1,0
GALNT3-PTDSS2,0
EXTL2-LRCH4,1
MAX-MRPS18A,0
CSK-ALDH6A1,0
NDUFA8-RPTOR,0
IL1RAP-NRAS,0
DHFR-WEE1,1
CCT2-CCND2,0
COPE-FKBP5,0
CDC25B-OXNAD1,0
ALDOA-PDHA1,0
MRPL27-REXO2,0
UBN2-ZNF212,1
PTEN-RHOF,0
CDC26-EIF3M,0
AXIN1-KCTD13,0
FANCI-PTPRN2,1
PTEN-TCEB2,0
ARHGAP15-RPRD1B,0
ELF1-IRAK4,0
CCDC124-FARSA,0
ATR-PIK3R1,0
FBXO9-KRAS,0
CTDSPL2-PTAR1,0
FGD4-GLE1,0
CARM1-MAP2K7,0
FBXO46-VRK3,0
CORO1B-PPP3R1,0
COPE-FH,0
HEG1-PPP1R14B,0
CSK-AP4E1,0
PTEN-MED14,0
PTEN-POLR3K,0
CTNNBL1-PPCS,0
RRM1-ENO1,0
MTMR14-TFPI,0
KRAS-PPP2R5A,0
ARGLU1-LUC7L3,0
ATXN2L-ZNF646,0
BRIX1-HRAS,0
EIF4G1-NCF4,0
PRPF18-RIOK3,0
CTSB-IGFBP6,1
ERAL1-DHX9,0
MUS81-CENPL,1
NDUFB4-OGFOD1,0
CSK-NAGPA,0
SASS6-TIMP2,0
GTF2H1-POLE,0
KRAS-PYGB,0
CSK-ZNF200,0
CCDC77-NAE1,0
KLF4-GPRC5A,0
CD151-TP53BP2,0
CSNK1G1-KRAS,0
BRCA1-XAB2,0
PTEN-ALDH3B1,0
DDX54-VAMP3,0
OGFOD1-SLC39A9,0
HMGA1-PRKDC,0
FBXO41-LPAR1,1
CSK-UBXN7,0
EGR1-MYC,0
KCNMA1-KRAS,0
AGPAT1-DUSP18,0
CDC25B-RHBDD1,0
HSPA9-KRAS,0
CNOT1-NUDC,0
ABL2-DOK1,0
DBNL-SGTB,0
CXXC1-MYC,0
BLM-NDUFB7,0
KRAS-PYM1,0
CNIH4-FH,0
CCT2-ELK4,0
CENPP-RPL13,0
MYH9-LEPROT,0
REST-RRBP1,0
CSK-CASP5,0
CRADD-TSC22D2,0
RAPGEF1-STAT5B,0
KLF10-PQLC2,0
ST6GAL1-TMEM189,0
CSK-CAPN3,0
EIF3M-TIPIN,0
DOT1L-GRB2,0
CDK4-POLD4,0
MTFMT-QSOX1,0
BLM-MARS,0
GLE1-SNAI1,0
LEO1-PSMD1,0
EXOSC9-PWP1,0
DCK-ELF2,0
BCL2L1-MDK,0
RPL8-TUBGCP3,0
CHEK2-KMT2D,0
KCTD10-SNRPB,0
KRAS-SYVN1,0
MCPH1-EZH2,0
CHMP7-PRR11,0
MDM2-POLE,0
PGAP1-ZDHHC24,1
ABCC1-AURKA,0
PXN-TPRKB,0
INPP5B-LLPH,0
PTTG1-MVB12B,0
FBXW7-RBMX,0
PIGV-YARS2,0
HMGA1-RELA,0
DOCK5-NRAS,0
TJAP1-ZBTB22,0
COQ10B-OPRL1,1
NUDT3-PTGS1,0
ERBB2IP-MRPL12,0
MAP3K1-SUFU,0
GALC-KRAS,0
TP53-BCL2,0
HMGA1-MAPKAPK2,0
KCTD9-RGS19,0
DDX56-MRPS17,0
RBX1-TNFRSF10B,0
TMEM230-UQCRC2,0
PTEN-STK3,0
COPS8-PRKD3,0
EREG-MLH1,0
MUS81-FANCD2,1
PTEN-LIG1,0
ATAD2B-HRAS,0
DCK-PRKD2,0
EIF4A1-TTC4,0
LMNB1-TFPI,0
ALOX5AP-MYC,0
ACVRL1-GRB2,0
LPP-WDR77,0
INTS5-TRMT5,0
CKAP5-GEMIN4,0
NFE2L1-RPS18,0
GTF2H1-MDM2,0
MAPK8-VAV1,0
GALNS-TRRAP,0
ASPHD2-HRAS,1
TP53-IRAK1,0
PRKAB2-TKT,0
ERCC4-SYNE2,1
AFG3L2-REXO2,0
TAOK2-TBL3,0
MADD-UPP1,0
FH-WDR61,0
CEP152-EIF3M,0
CDK6-POLD1,0
BID-ERCC1,0
PGM1-UCKL1,0
LEO1-SRP19,0
SNAP23-KRAS,0
HRAS-UBAC2,0
LAPTM4A-SACS,0
DONSON-MRPL22,0
SETD5-WDR48,0
MCL1-STMN1,0
HLA-DQB1-NAE1,0
PARP1-TYMS,0
KRAS-COPE,0
PTTG1-PARN,0
CNTLN-BRCA2,0
EZH2-ZNF107,0
BLM-KIF3B,0
PTEN-MXD1,0
ARL2-RPL24,0
KCTD10-SNRPC,0
PTCD1-SKI,1
EIF4G1-PID1,0
BNIP1-PGK1,0
NAE1-NLRP1,0
RIOK3-UGP2,0
CSK-ENTPD7,0
SLC30A5-TMEM126B,0
PGAM1-TKT,0
PRKRA-RIC8A,0
DDX10-SUFU,0
BLM-PPM1M,0
COPS4-MED28,0
WDR83-BRCA1,0
EXOSC4-NUP85,0
POLR2K-RPL13,0
CSK-CAPN2,0
FBXW7-TJP2,0
ERCC1-MYD88,0
CTNNBL1-PELO,0
CAMK1-SLC29A1,0
ACTL6A-PPP2R1A,0
FH-PAFAH1B1,0
MAD1L1-PTEN,0
NHP2-RPL13A,0
NOP56-UTP4,0
CENPF-MDC1,0
ABL1-ERMP1,0
CDC25B-UBXN8,0
RB1-SCPEP1,0
BCL2-PARP1,0
LITAF-RBM12B,0
PKN2-SLC29A1,0
PTEN-RPA1,0
PSMA4-KRAS,0
LRCH4-STARD13,0
KIF17-NOP2,0
HIST1H1E-NFIC,0
MED19-RTN4,0
UBAC2-KRAS,0
ZC3H4-RBM14,0
AHCY-NRAS,0
DAB2-RPP40,1
BRCA1-FLT3,1
MUS81-DESI1,0
DLG4-HRAS,0
MRPL18-TUBGCP3,0
VEGFA-PDGFB,0
AGPAT2-NRAS,0
MEN1-RPL22,0
LRCH4-RAD23B,0
SLC8A1-BRCA2,0
KRAS-NOL10,0
MYC-RPS23,0
COPS4-PPP2R1A,0
CSK-USP6NL,0
BLM-TPM2,0
DEK-DMWD,1
MUS81-PITRM1,0
EIF3C-TTC4,0
BRAF-SUMO1,0
BUD13-PRDM10,1
GNS-RANGAP1,0
ASH1L-CD151,0
NUP85-PSMD1,0
CSF1R-GAPDH,0
PTEN-ZNF296,0
IKBKG-TAZ,0
EIF3M-WDR61,0
LUC7L3-RBM12B,0
MRPL37-PGK1,0
CSTB-SP3,0
NLRP12-PTEN,0
MTF2-TOPBP1,0
AGBL5-BCL2A1,0
CASP8-CDK4,0
LILRA1-LILRB1,0
SIGLEC7-ZFC3H1,0
EXOSC9-MRPS10,0
ANGEL2-ARID4B,0
EIF3D-WDR77,0
DPH2-SIRPB1,0
MAP2K4-CCND2,0
GALNT3-LIMD2,0
POLE-RAD9A,0
MUS81-RHOG,0
PWP1-TUBGCP3,0
KRAS-RCE1,0
ATM-PIK3R1,0
EXT2-NPEPL1,0
CCT8-NRAS,0
CSNK1G2-GTF2F1,0
CLIC1-PRKD3,0
DLST-ERGIC3,0
CSK-POC5,0
TP53-TEC,0
COX16-TTI2,0
CDK6-SKP2,0
EBNA1BP2-SLC9A9,0
EIF3C-NSMCE4A,0
ARHGEF2-S100A11,0
POLR2A-TNFRSF10B,0
DDX10-MCPH1,0
GPRC5A-MDC1,0
ABL1-NFATC2IP,0
CYP20A1-HIST1H1E,0
C1S-SNRPC,1
CENPM-FH,1
GADD45B-BIRC2,0
PTTG1-NR2F6,1
ALAD-DOT1L,0
SSBP1-TNFRSF10B,0
KRAS-SLC17A9,0
PTTG1-ROMO1,0
EIF2AK1-SLC26A2,0
PIK3CA-SKP2,0
CDC27-EXOSC9,0
DLG1-UBXN4,0
COPS5-MYC,0
KSR1-TK1,0
CHCHD10-LPCAT1,0
DPY19L1-TCEA3,1
NAE1-TOPBP1,0
CDC40-MRPS35,0
ATM-CDK6,0
RBM14-SF1,0
ARIH1-KCTD10,0
HDHD2-RNF138,0
CCNE2-TCF19,1
DTX2-PDPR,0
INTS5-WDR77,0
ACSL4-NRAS,0
BRCA1-TIPARP,0
MTRR-SSRP1,0
SLC9A9-TOMM40,0
ALKBH7-NRAS,0
POLD1-SPAG7,0
CHMP1B-UBE2H,0
CDC42EP3-HNRNPH1,0
THYN1-VPS26B,0
CD151-ETV3,0
FOXO3-ARPC5,0
KRAS-KATNBL1,0
BLM-ARHGEF12,0
LZTS2-NAE1,0
MRPL19-NUP54,0
PSEN1-B3GNT2,0
ZC3H10-KRAS,0
COPE-SLC35A1,0
KRAS-PPP2CB,0
KRAS-BID,0
MAP3K8-NAMPT,0
CCND3-TRIP11,0
PTEN-RASSF7,0
ALG8-SNAI1,0
GPN1-NAE1,0
DYRK1B-MSRB3,1
ITPRIP-MRPS22,0
CSK-MRS2,0
BCL2L11-BMF,0
CDKN1A-KDM1A,0
PSMD1-ZNF574,0
OTUD6B-BRCA1,1
PLK2-TGFBI,0
INTS5-SMNDC1,0
DHRS13-ELK4,0
CREB1-SPTLC1,0
ENOPH1-EXOC5,0
DVL3-LIPA,0
TMEM230-MINPP1,0
GPR183-HSF1,0
KRAS-PHAX,0
KRIT1-NDUFA5,0
NOM1-ST6GALNAC4,0
RBM15-ZYX,0
HSF1-IQGAP2,0
GSK3B-TP53,0
CSF1R-IGF1R,0
NUP205-PQLC1,0
HLA-DRB5-PTGS1,0
ADIPOR1-ARF1,0
TMLHE-LAMTOR2,0
FOXK1-MESDC1,0
ARGLU1-ZNF574,0
ACTR5-ANKRD17,0
LDLR-ZNF707,0
POLE-ZNF830,0
NFE2L2-PNO1,0
CDK12-PRKDC,0
ABCC10-PEX1,0
HRAS-PIN1,0
PPAN-DDX51,1
VCL-RIN2,0
RSRP1-CCNL2,0
LMAN1-YAF2,0
UBR3-ZNF598,0
TRNT1-TSEN2,1
CHMP2B-KRAS,0
CCNI-NSMCE2,0
KLHL36-KRAS,0
CENPP-DUT,0
AGPAT1-TSPO,0
BNIP2-NAE1,0
FAM129A-LRCH4,0
IRAK4-TPM2,0
EIF3D-NUP43,0
CHPF2-GATM,0
LEO1-UMPS,0
MRPL22-RPL10,0
KRAS-NSA2,0
NAE1-PLXNA3,0
PTTG1-NUP54,0
DGKG-HMOX2,1
DGKQ-MCFD2,1
CLK2-PTCD3,0
BCR-CTSB,0
CLYBL-CPNE1,0
ZNF589-POLR1B,1
AURKA-PAXBP1,0
DCK-NRF1,0
RBM17-XRN2,0
CHD1-PRKCZ,0
KIF13B-PTCD1,1
POU2F1-CHD4,0
CC2D1A-HAMP,0
CDK2-GTF2H1,0
AIF1-GPSM3,0
RBX1-SESN2,0
GINS2-NASP,1
LPP-PHF19,0
CASP5-MLF2,0
KCTD10-PSMC6,0
IFRD2-GEMIN5,0
CD36-HNRNPR,0
IGF2BP3-MTFMT,1
NFATC2IP-PTGS1,0
EWSR1-LPP,0
CLCN7-NAE1,0
ADPRM-TTC4,0
DBF4-SLC25A40,0
EEF1A1-KRAS,0
KRAS-PUM1,0
BRCA2-HERPUD1,0
PPCS-SPAG7,0
BMPR2-MMP19,0
BRD4-PRKCSH,0
POLR2K-RPL30,0
ARHGAP15-TPX2,1
DOLK-CLPTM1,0
PTTG1-EIF2AK2,0
APC-MYC,0
ANAPC13-NUP54,0
KIF2A-RGS19,0
CWF19L1-GLRX3,0
PTEN-PA2G4,0
RRNAD1-MYC,0
ANKFY1-PLOD3,0
ERBB2IP-SLCO4A1,0
P3H1-GNAI2,0
DCTN4-MASTL,0
MEN1-PIK3R1,0
RFC4-TOP2A,1
CCT2-TFCP2,0
ARL2-RPL10,0
BCL2L1-MFHAS1,0
MPHOSPH6-TTC4,0
BNIP1-YTHDC1,0
RAE1-TUBGCP3,0
GPATCH4-RIN3,0
FH-ROMO1,0
ANAPC13-CENPM,1
BCL2L1-GFRA2,0
NRAS-PDE4DIP,0
F2R-NAE1,1
CARM1-SIN3B,0
SAFB-HNRNPA3,0
AKAP9-NCOA6,0
UBE2N-CNBP,0
RNH1-SNRNP27,0
PRIM2-SLC7A1,0
AURKA-BIRC5,1
AEBP2-KRAS,0
RPL13-TRNAU1AP,0
CMPK1-GRK6,0
HIPK2-MDM4,0
MAML2-MCPH1,0
HRAS-RPL35,0
EIF3D-POLE,0
ZC3HAV1-BRCA1,0
RBM10-FAM193B,0
ALDOA-RPE,0
SECISBP2L-PTAR1,0
FDPS-HUS1,0
DOCK1-NAE1,0
ATF6-CD151,0
MYC-JADE2,0
RNLS-CLIC1,0
PPARA-FH,0
BLM-PPP2R4,0
FBXW7-NRAS,0
FOXO3-S100A11,0
PRKDC-RAD51C,0
CDC73-SDHC,0
NRAS-RAB3IP,0
FOSL1-SDHC,0
ANAPC1-HRAS,0
KRAS-CEMIP,1
POLR2A-RRM1,0
MED7-RNF14,0
HRAS-PLAUR,0
BCR-SLC50A1,0
EXOSC9-MTHFD2,0
CRYZ-SLC4A2,0
POLM-RAD23B,0
MFI2-USP16,0
RAD9A-RPL13A,0
KDM2A-HRAS,0
CDKN1A-RPS6KA2,0
ATP6AP1-BNIP1,0
MMP17-PLSCR1,1
OGFOD1-TRRAP,0
BOP1-TP53,0
ACTA2-PTEN,0
CCT2-MLLT4,0
CASP3-MAPK1,0
ANAPC13-RPL36A,0
ALG3-HRAS,0
PTTG1-SQLE,0
EIF3D-METAP2,0
ABL1-DBF4,0
ARL2-POLR2K,0
ETAA1-ACY1,1
ECT2-TP53,1
HRAS-RCHY1,0
CA2-PTGS1,0
CSK-ATP11B,0
RAD51B-XRCC4,0
FEZ2-RTN4,0
ARID1B-HRAS,0
NAE1-ZNF212,1
RRBP1-ZCCHC10,0
GNPDA1-NRAS,0
CDK4-MYC,0
ECHDC3-TFRC,0
ACTR10-PELO,0
SMC6-PIK3CA,0
CHEK2-SOD1,0
ITFG1-NAE1,0
F3-THBS1,0
GPR160-BRCA1,0
PTPN12-RNH1,0
MYC-CDK16,0
MRPS28-PELO,0
FOXO3-NAE1,0
MED10-ZNF574,0
NUP85-TUBGCP3,0
BLM-TSEN2,1
BSG-SKP2,0
PTAR1-TRAPPC13,0
HOXB4-STYXL1,1
DHX37-DONSON,0
CPNE1-RANBP2,0
ERP44-NAE1,0
EIF2A-NAE1,0
CENPM-NUP85,1
MASTL-ZNF574,0
BLM-CDCA4,0
MED23-METTL17,0
CDC25B-ZFYVE28,0
ACP1-MSH2,0
KAT6B-KRAS,0
CLIC3-FGD4,1
KRAS-SURF6,0
PTTG1-RAB33B,0
MARCO-RBL1,0
BAZ1A-OPRL1,1
FTSJ3-RPLP1,0
ACVRL1-HMGA1,0
ABCC1-PPP3CA,0
INPPL1-PROCR,0
BIRC5-NAE1,1
GSTP1-SIPA1L2,0
GZF1-SCAP,0
BLM-HMG20B,0
DLGAP3-WNK1,0
ZBTB44-ZNF202,1
NEK9-SLCO4A1,0
AKIRIN1-TPX2,1
BLOC1S2-PTPN12,0
MAP2K1-NRAS,0
TRIM28-ST6GALNAC4,0
KRAS-ISG20,0
PELO-WDR77,0
PMS2-POLE,0
MCM3-RAB27A,0
RRM1-ALDH5A1,1
PPP5C-SAE1,0
CMAS-TUBGCP3,0
BTK-MYC,0
SPINT1-OSBPL2,0
NDUFB1-TUBGCP3,0
KRAS-SDAD1,0
MCPH1-MLH1,0
BIRC3-BRCA2,0
CCNT1-DLGAP3,0
CCT2-SDHB,0
PROCR-S100A6,0
FAM129B-USP19,0
CEP152-PWP1,0
HRAS-RAB33B,0
NDUFB2-POP7,0
HGSNAT-HNRNPM,0
GGA1-L3MBTL2,0
EIF2AK2-OAS3,0
GYPC-RPP40,1
ALKBH3-NRAS,0
DCK-ITPKC,0
KRAS-SNRPC,0
ARHGAP29-CRIM1,1
CMPK1-PSMB4,0
MCM5-UBA1,0
MRPL39-NUP54,0
NRAS-SERINC1,0
ADPRH-KDM5C,0
ANKRD37-CASS4,0
EXOSC4-ZWINT,0
NAE1-SP1,0
KRAS-PKNOX1,0
CSK-RNF130,0
DBNL-ZNF805,1
GNL3L-METAP2,0
COPE-INTS5,0
KIF23-MR1,1
MAPK1-MAPK3,0
YPEL5-CX3CR1,0
BCL2-CDKN1B,0
LUC7L3-MAPKAP1,0
SLC39A13-ZBTB20,0
BLM-FRG1,0
FLNA-IL6,0
BLM-SMU1,0
CTNNBL1-POLR2K,0
CASP1-NAE1,0
RPF2-TUBGCP3,0
KRAS-TTC27,0
CSK-SUFU,0
ANAPC13-EXOSC9,0
MRPL46-TAF2,0
RAF1-ZHX2,0
GEMIN5-KRAS,0
KLF7-MRPS22,0
ATF7-LRRC14,0
MED23-NDUFA9,0
ARIH1-REXO2,0
NRAS-RGP1,0
CSK-ACAD8,0
DDX21-HRAS,0
HIPK1-RRM1,0
HRAS-WDR36,0
CASP4-ISG20L2,0
CD151-SOS1,0
BTF3-EXOSC9,0
MUS81-CUL9,0
C1S-NDUFA10,1
EIF3H-TAF1,0
PSMD6-KRAS,0
PTTG1-XRN2,0
METAP2-VPS72,0
ACY1-PRKCZ,0
TFIP11-TRMT2A,0
BCL2-ALPK1,0
NACA-TAF2,0
ERCC1-POLE,0
PDCD7-TREM1,0
NARS2-BIRC3,0
FYN-TP53,0
MUS81-SNX8,0
ERH-INTS5,0
ATF7-ECE2,0
MCM3AP-OGFOD1,0
COPS4-MYC,0
MAPK8-NRAS,0
VAMP3-GRK6,0
DCLRE1B-NAE1,0
NBEAL1-SLC39A1,0
CENPM-SLC39A9,1
ARID2-CHEK1,1
ACVR1-H2AFY,0
CSK-METTL6,0
GIGYF2-MSL2,0
GSK3A-PARP1,0
KRAS-TRMT5,0
LAMB3-KRAS,0
MUS81-SVBP,0
DMTF1-LDLR,0
DDX56-EIF3B,0
BIRC2-SNRPB,0
DHX8-KRAS,0
CSK-CTSH,0
CTCF-PLOD3,0
BSG-HMGA1,0
ANAPC13-HBS1L,0
DCK-STK17A,0
SPTLC1-TWF1,0
ALKBH3-HRAS,0
MFNG-TNPO3,0
KRAS-SNRPA1,0
BIRC3-EIF4E,0
BCL6-MRPL38,0
MED14-MRPL42,0
AURKA-ARID1A,0
ARHGAP24-HRAS,0
TAF1-VPS72,0
XPO7-FH,0
CUL1-BRCA1,0
NHP2-RRM1,0
RRAS-PTEN,0
MTRF1L-NFKB2,0
INTS12-POLR2K,0
BCL2-LPAR1,0
PTEN-DCTN2,0
ATM-ERCC1,0
SDPR-TP53I13,0
CCAR1-TP53,0
ABL1-MBD4,0
CHEK1-NAE1,1
ARL2-GTF3C3,0
KMT2E-PIK3C3,0
KRAS-OXA1L,0
CDC26-RPL13,0
CASP3-CYCS,0
SAE1-ZNF576,0
JMJD8-PTPN12,0
CDKN1B-PRKDC,0
FBXW7-PHF20L1,0
ARPC5-ASAP1,0
MINA-NUDT13,1
NDUFAF4-DLAT,0
EEF1D-GOSR2,0
FCGR1B-SP1,0
AURKA-PPP2R2A,0
LBR-TCERG1,0
NAE1-PLAUR,0
BCAR3-SMAD3,0
NRAS-TRIM28,0
COPS5-TRNAU1AP,0
BRCA2-BSG,0
GTF3C4-MRPS2,0
BIRC3-CCND2,0
ACTL6A-MRPL22,0
CCNG2-LARP7,0
KBTBD8-NAE1,0
EIF2B4-ERI1,0
JAK2-PPARA,0
MTOR-POLE,0
CSK-RABGAP1L,0
LY96-SSH3,0
BNIP3L-INTS3,0
KCTD10-RPS28,0
CHCHD2-PIM1,0
CHEK1-MTOR,1
FAM126A-STRN4,0
HRAS-UCHL5,0
GNS-ITFG1,0
FBXO28-KRAS,0
NACA-ROMO1,0
OPA1-SLC11A1,0
FH-LONP1,0
DYNC1H1-MRPL22,0
MOB3C-PA2G4,0
RAD51B-XRCC6,0
BOD1L1-ZWINT,0
CCND3-TRAF3,0
CABP4-UBQLN4,1
ARIH1-MED10,0
PTTG1-DAP3,0
NFKB1-NFKBIA,0
EIF3M-HYPK,0
CDA-HIPK1,0
NRAS-RPS6KA1,0
SNX33-SERPINH1,0
EPOR-SRBD1,0
MUS81-CHAF1A,0
BLM-BOLA1,0
BCR-SYT11,0
CDC42EP1-AHNAK,0
KRAS-PARP8,0
PTEN-HM13,0
GNS-ZC3H8,0
MAP4K1-PRKCD,0
GNPAT-RPL5,0
NAE1-TDP2,0
ABCC4-ELK4,0
ESYT1-PRICKLE4,0
GNL1-MRPL2,0
API5-CSF1R,0
CALU-GNG7,0
GRB2-NPEPPS,0
HRAS-MVP,0
KRAS-SVIL,0
MAD2L1-MCM2,1
BRPF1-BRD2,0
PTTG1-PPM1D,0
MAP2K4-TRIP11,0
ILF3-KRAS,0
KRIT1-ZKSCAN5,0
CASP3-EZH2,0
KRAS-RPS6KA5,0
WNK1-XKR8,0
BCL2-TAP2,0
CYP27A1-NRAS,0
CSK-ITFG1,0
NR4A3-TMEM209,0
BCR-CUX1,0
GTF3C3-RAB1A,0
ENDOG-NAE1,0
CASP1-PTCD1,1
PLIN2-KRAS,0
KRAS-TNPO1,0
GLE1-TBL1XR1,0
DCAF7-NUP54,0
MUS81-SS18,0
PARP1-PIK3R1,0
NACA-TRRAP,0
HRAS-NUP93,0
BCR-UBE3A,0
TM9SF1-TMED10,0
BPTF-PPM1D,0
KLF10-ZRSR2,0
NCAPH-ZBTB16,1
MYC-RPL10A,0
HERC3-PTCD1,1
NAE1-TP53BP2,0
HACE1-NRAS,0
SNAP23-SDCBP,0
MINA-SP2,0
KRIT1-ZNF789,0
POLD4-POLM,0
PTCD1-SMAD7,1
HRAS-HSPA14,0
EXOSC4-PGD,0
PARP1-STAT3,0
DBNL-PRELID2,0
AURKA-EXOSC9,0
ZBTB48-CCNT1,0
MRPS36-TAF9,0
KRAS-CDKN2C,0
PARP1-XPA,0
CYP1B1-KRAS,0
TTC21B-KRAS,0
MUS81-THOC7,0
CSDE1-RCN3,0
POLR2K-WDR70,0
NAE1-RNF8,0
TAPBP-KRAS,0
VEGFA-VHL,0
ABL1-API5,0
DHX38-RPL22L1,0
ERCC5-NAE1,0
HRAS-ZC3H18,0
GTF2F1-KHSRP,0
GPR132-ZKSCAN1,0
HSPA5-PTTG1,0
FGD4-NR2F6,1
MRPL13-ZNF7,0
PTTG1-ATP2B1,0
MCPH1-SS18L1,0
SNRPC-VPS72,0
MCM2-RAB8B,1
CDK2-TNFRSF10B,0
ATP6V0E1-MGAT4B,0
CHMP5-SENP2,0
DCAF7-MED13,0
RCE1-WDSUB1,0
GATAD2A-HRAS,0
BRCA1-XRCC4,0
PRICKLE4-PSMD5,0
CD151-NCOA1,0
GDPD5-TWISTNB,0
CTNNBL1-XRN2,0
RRBP1-UVRAG,0
PDHB-PSMD6,0
PPP1R12B-PTEN,0
BIRC2-BIRC3,0
HRAS-ZBTB34,0
VIM-NDUFB5,0
CTSA-PICALM,0
CMPK1-STYXL1,0
BLM-SNRPG,0
MRPL13-BRCA1,0
MASTL-PPAT,0
RLF-SQSTM1,0
BSG-HMGCR,0
BCCIP-SUMO1,0
NRDE2-NRAS,0
TAF9-UTP15,0
PSMD8-SLC16A7,0
GPX1-LARS2,0
ATP1A1-ZNRD1,0
EIF5B-MED23,0
PTGER2-TAF6,0
SMC5-TUBGCP3,0
SMG7-ZFP36L2,0
MKKS-S100A11,0
NRAS-RPIA,0
CAPRIN1-DLD,0
TFPI-ITGB1,0
ATG5-NAE1,0
CDCA7L-RREB1,0
PINX1-ZBTB38,0
GIMAP1-BRCA1,0
MUS81-ZRANB2,0
PCBP1-PCBP3,1
OAF-VCPIP1,0
RUNX1-RUNX3,0
CYP2R1-SNAI1,0
PSMB4-TYMS,0
HBS1L-SRP9,0
DERL2-NAE1,0
HRAS-UBE2K,0
MTOR-POLR2K,0
MRPL3-PPP1R2,0
CSK-MAPK8,0
DET1-NAE1,1
KCTD3-KRAS,0
HNRNPF-DLG1,0
BLM-RCN2,0
EIF3M-ERH,0
ITGB1-ZNF160,0
HRAS-MSRB2,0
RAB5A-DNAJB6,0
HGSNAT-RNF149,0
MAP3K1-MCPH1,0
IGF1R-STMN1,0
POLR2K-PSMC1,0
BCR-CELF2,0
KRAS-UNC13B,0
MUS81-SMU1,0
FGD6-S100A6,0
BLM-SUGT1,0
NFYC-WDR61,0
NAE1-THUMPD2,0
ATP6V1G1-CAMLG,0
MYC-PRDM2,0
VAV1-VAV3,0
RRM1-SNRK,0
OS9-ZNF320,1
NRAS-UBE2M,0
ATM-CDK2,0
HRAS-TAF1,0
COIL-MED1,0
MAPK8IP3-USP7,0
KCTD10-PCGF1,0
MUS81-NFIX,1
HAUS1-TXNL1,0
GALNS-RNMT,0
CSK-TBC1D12,0
KRAS-TVP23A,0
CPVL-RNPEP,0
GSPT1-NRAS,0
AKT2-NAE1,0
PTCD1-TTC4,1
CREG1-KRAS,0
CDC25B-PTAR1,0
ARFGEF1-GTF3C3,0
CHAF1A-TRMT5,0
EMSY-BRCA1,0
PIK3CB-PIM1,0
MED9-MRPL11,0
ATXN3-PRPF39,0
NAA50-CD46,0
MCM9-QSOX1,0
PACS1-TAF1A,0
ALDH18A1-GLRX3,0
CSK-HMGCR,0
NAE1-NSMCE2,0
IL1B-PYGO2,0
NAE1-PLK2,0
DCAF15-UPF1,0
ATF7-SCCPDH,0
PCSK7-CNBP,0
HRAS-TAF15,0
MUS81-AKTIP,0
DUSP18-SKIV2L,0
KIAA0319L-MMP19,0
EIF5B-EXOSC9,0
UNG-WRAP53,0
PTEN-HBP1,0
NFX1-TANK,0
HSD11B1-THADA,1
POM121-SQSTM1,0
CDC23-MRPS5,0
KCTD3-RELA,0
CCT8-INTS5,0
PTDSS2-TGFBRAP1,0
WDR61-ZNF830,0
GOLIM4-TP53,0
COG3-RAB1A,0
BRCA2-PARP1,0
COPA-MYC,0
ZNF707-TP53,0
HRAS-RPIA,0
INTS5-SDHC,0
PMPCA-URM1,0
ATP6V1H-NAE1,0
NAE1-TRAF5,0
ABCC4-PER1,0
PHF7-PPARD,0
EIF3K-EXOSC5,0
NCAPG2-PTGS2,0
BLM-RSAD1,0
CDC25B-PDLIM5,0
NFYA-SLC16A7,0
HMGA1-TXN,0
TMEM230-RAD17,0
NRAS-TBCD,0
MUS81-TMC6,0
GTF2I-SERPINH1,0
CDA-PANK2,0
ABL1-CTSB,0
BLM-ALYREF,0
SLC29A1-XPO5,0
GNB1-PHF13,0
MED10-SPDL1,0
CDC26-CENPK,1
GDPD5-LRCH3,0
MT1X-RAD23B,0
RTF1-UPP1,0
NAE1-UBE2G1,0
HMGCR-LARS2,0
LARS2-PRKDC,0
NUP54-PSMC6,0
PTEN-TUBA1A,0
CTNNBIP1-LLPH,0
VRK1-NUCB1,0
ZNF273-MTF2,0
PTTG1-ATP11C,0
FBXL19-MINA,1
HDAC7-ZKSCAN1,0
MRPL18-PELO,0
SIAE-TRPC4AP,0
NRAS-SPAST,0
ZNF780A-CNOT8,0
VARS-ZNF117,0
MUS81-FAM160A2,0
CSNK1G3-TOP1MT,0
THAP7-ANAPC2,0
EBNA1BP2-RABGEF1,0
BCR-PPP3CB,0
PSMB7-TUBGCP3,0
CBR1-LPCAT1,0
SNRPC-TRNAU1AP,0
COX16-MED23,0
PARP1-STMN1,0
CD151-VAPB,0
MAPK3-PARP1,0
